category,store_name,name,original_price,discount_percent,price,sold,rating,comment_count,category_group,is_sold_well
Chăm sóc da mặt,COLORKEY VIETNAM,"1 Hộp 10 Miếng Mặt Nạ Giấy COLORKEY LUMINOUS Vitamin B5 Giúp Cấp Ẩm, Hỗ Trợ Phục Hồi Làn Da Nhiều Dưỡng Chất 25ml/miếng",152000.0,2.0,148960.0,0.0,5.0,889.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Trang điểm,Mỹ Phẩm Thuý Hường,Bộ Trang Điểm[12 Món] F3 Đầy Đủ Makeup/Trang Điểm Đi Tiệc/Trang Điểm Cá Nhân Cơ Bản 12 món F3,149000.0,14.0,128140.0,0.0,5.0,3.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Dụng cụ chăm sóc Sắc đẹp,CHĂM SOC - SỨC KHỎE - CHÍNH HÃNG,"CHÍNH HÃNG Sữa Rửa Mặt MEN Cho Nam Làm Sạch Sâu, Loại Bỏ Dầu Nhờn Giúp Da Trắng Mịn, Hỗ Trợ Giảm Mụn, Không Gây Khô Da, Thu Nhỏ Lỗ Chân Lông",160000.0,54.0,73600.0,0.0,5.0,7.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Trang điểm,CHINH HÃNG - SIÊU THỊ SỨC KHỎE VẺ ĐẸP,Chì kẻ mày cao cấp COSMETIC màu sắc Hot bền màu lâu trôi chống thấm nước siêu mảnh,70000.0,38.0,43400.0,0.0,4.9,41.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Trang điểm,Sức Sống Mới - Vẻ Đẹp Và Sức Khỏe,Bảng Che Khuyết Điểm Và Tạo Khối 3 Màu SweetMint Mỏng Nhẹ Tự Nhiên Độ Che Phủ Mạnh Mẽ Làm Đều Màu Da Che Phủ Các Vết Thâm Mụn Đốm Đen Mang Lại Cho Bạn Làn Da Mịn Màng,95000.0,60.0,38000.0,0.0,4.9,473.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc cá nhân,Rohto Mentholatum,"Nước nhỏ mắt dưỡng ẩm, giảm khô mắt chuyên sâu Rohto Dry Aid 10ml",115000.0,18.0,94300.0,0.0,5.0,597.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Dụng cụ chăm sóc Sắc đẹp,yunafin,YUNAFIN Hai đầu Kem nền Nhung ẩm Làm đẹp da Kem nền che khuyết điểm nhẹ Di động Lâu trôi Mỹ phẩm cho Dành cho Nữ,151000.0,43.0,86070.0,0.0,4.0,1.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Trang điểm,xiangnianFA,[Quà Tặng Miễn Phí] 4 màu sắc nền tảng dầu chống thấm kiểm soát Kem che khuyết điểm Matte kem nền dạng lỏng tự nhiên trang điểm khuôn mặt mỹ phẩm phụ nữ,76000.0,39.0,46360.0,0.0,5.0,6.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Trang điểm,IjFgfR.Selection,MAGIC CASA Ngọc Trai Matte Eye Shadow Cream Chống Thấm Nước Chống Mồ Hôi Trung Tính Lâu Dài Đa Năng Đơn Sản Phẩm Trang Điểm,25200.0,29.0,17892.0,0.0,0.0,0.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Dụng cụ chăm sóc Sắc đẹp,Tâm Minh Thịnh,"Túi Đựng Mỹ Phẩm, Đồ Trang Điểm LV Trong Suốt lous vuon Mẫu hot nhất 2022",148000.0,26.0,109520.0,0.0,0.0,0.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Dụng cụ chăm sóc Sắc đẹp,MAANGE LOCAL STORE,MAANGE Bộ 20 cọ trang điểm chuyên nghiệp Phấn má hồng đường viền Phấn mắt Bộ cọ mỹ phẩm 5748,238000.0,30.0,166600.0,0.0,5.0,7.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Dụng cụ chăm sóc Sắc đẹp,Nón Xinh 360,Lẻ túi đựng đồ trang điểm chia ngăn cho cốp makeup chuyên nghiệp - MK21,90000.0,22.0,70200.0,0.0,0.0,0.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc cá nhân,LASHE SUPERFOOD | PURITÉ | ÔLIV,Combo 2 Sữa Tắm Thiên Nhiên Purité 250MLx2 / 500MLx2 / 850MLx2 / 1.1Lx2,512000.0,24.0,389120.0,0.0,4.9,845.0,Làm đẹp & Chăm sóc cá nhân - Trung+,0
Chăm sóc cá nhân,LIN COSMETICS_Mỹ Phẩm Organic,Kem đánh răng thảo dược Vsmile cho bé ngừa sâu răng nuốt được dùng cho người niềng răng 150g/ tuýp,250000.0,40.0,150000.0,0.0,0.0,0.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc da mặt,Munzsue,Chai Serum Tái Tạo [Tách Lẻ] Da Gia Truyền Giúp Da Căng Bóng Mịn Màng Sạch Nám Mụn Tàn Nhang Hũ 30gr 2024,100000.0,44.0,56000.0,53.0,5.0,5.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc da mặt,cửa hàng vật tư ngành in,"Glycerin thực vật (99.5%- 99,9%) – dưỡng ẩm và làm trắng da mặt nguyên chất",95000.0,39.0,57950.0,139.0,5.0,31.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Phụ kiện thú cưng,Thuỷ Sinh 24h Cần Thơ,"Bèo Rễ đỏ trang trí hồ thuỷ sinh cá cảnh, hấp thụ dinh dưỡng dư thừa trong hồ",15000.0,27.0,10950.0,0.0,0.0,0.0,Thú cưng - Thấp,0
Chăm sóc da mặt,skincarethegioi,Kem dưỡng Clinique Dramatically Different Moisturizing - Moisturizer 50ml (Gel - Jelly - Lotion),525490.0,49.0,267999.0,0.0,0.0,0.0,Làm đẹp & Chăm sóc cá nhân - Trung+,0
Chăm sóc da mặt,MP Khánh Ngọc,Kem Dưỡng Trắng Da CyDo 16g - Giúp da trắng; chống lão hóa da; ngăn ngừa mụn; se khít lỗ chân lông - Mỹ phẩm cao cấp 7 trong 1 - Thảo dược thiên nhiên [Chính hãng],313814.0,50.0,156907.0,36.0,5.0,6.0,Làm đẹp & Chăm sóc cá nhân - Trung+,0
Chăm sóc da mặt,MP Chợ Lớn,Kem dưỡng da DR SKINACNE xóa mụn cám mụn bọc mụn ẩn và tàn nhang sẹo thâm se khít lỗ chân lông - mp chợ lớn,28939.0,14.0,24887.0,119.0,4.7,18.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Tủ chứa & Sắp xếp đồ,Phụ Kiện Giá Tốt 24H,"Kệ Đựng Mỹ Phẩm, Remote , Đồ Dùng Đa Năng Cỡ To 4 Ngăn - Rổ Nhựa 4 Ngăn Đựng Đồ Tiện Ích - Khay Nhựa 4 Ngăn  - Khay Đựng Đồ - Khay Bút - Khay Tiện ích 4 Ngăn Nhựa PP Tiện Lợi",80000.0,46.0,43200.0,69.0,4.9,20.0,Nhà cửa & Đời sống - Thấp,0
Chăm sóc da mặt,Chuyên sỉ lẻ Tăng Giảm cân,[Chính Hãng] Cao mụn sâm đỏ 36 vị hủ 15g,400000.0,13.0,348000.0,801.0,4.7,149.0,Làm đẹp & Chăm sóc cá nhân - Trung+,1
Tủ chứa & Sắp xếp đồ,PTNgoc House 3137.Selection,"Khay Đựng Son 24 Ô Trong Suốt, Khay Đựng Son Và Mỹ Phẩm Loại Nhỏ Cùng Cọ Trang Điểm Chất Liệu Mica",42300.0,29.0,30033.0,204.0,5.0,44.0,Nhà cửa & Đời sống - Thấp,1
Dụng cụ chăm sóc Sắc đẹp,THẾ GIỚI DÉP LÔNG 1992,"Túi hộp đựng mỹ phẩm, đồ trang điểm hộp đứng cứng ko gấp gọn được",99000.0,20.0,79200.0,29.0,5.0,4.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Nhập vai Phục trang & Dạ tiệc,SpeedOfficialStore,🎁【siêu rẻ】Bộ mỹ phẩm đồ chơi trang điểm 33 món không độc hại thích hợp cho bé,307100.0,14.0,264106.0,12.0,5.0,4.0,Thời trang - Trung+,0
Trang điểm,ThiênPhúcAnh Shop,Bộ Trang Điểm 8 Món Youliyoula Đầy Đủ Và Cơ Bản - Món Quà Tặng Cho Bạn Gái Siêu Sang Chảnh,220000.0,39.0,134200.0,16.0,5.0,8.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Trang điểm,Mỹ Phẩm Thuý Hường,Bộ Trang Điểm[10 Món X7]Đầy Đủ Makeup/Trang Điểm Đi Tiệc/Trang Điểm Cá Nhân Cơ Bản 10 Món X7,129000.0,14.0,110940.0,21.0,4.8,6.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Tủ chứa & Sắp xếp đồ,Nội Thất YTC,"Hộp Đựng Mỹ Phẩm Đa Năng, Kệ Đựng Đồ Trang Điểm Trong Suốt",400000.0,30.0,280000.0,1000.0,4.9,280.0,Nhà cửa & Đời sống - Trung+,1
Trang điểm,Mỹ Phẩm Thuý Hường,Bộ Trang Điểm[21 Món A1]Đầy Đủ Makeup/Trang Điểm Đi Tiệc/Trang Điểm Cá Nhân Cơ Bản Bộ 22 món A1,189000.0,14.0,162540.0,134.0,4.5,46.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Tủ chứa & Sắp xếp đồ,Gia Dụng Pk,"Kệ Đựng Mỹ Phẩm, Kệ Để Đồ Trang Điểm Mini 3 Tầng 2 ngăn kéo - Kệ đựng Đồ Đa Năng Nhiều Ô Tiện Ích Có Ngăn Kéo, kệ đựng đồ trang điểm, kệ để bàn mini, kệ mini, kệ đựng đồ đa năng, kệ mini để bàn",50000.0,22.0,39000.0,1900.0,4.9,460.0,Nhà cửa & Đời sống - Thấp,1
Trang điểm,Mỹ Phẩm Thuý Hường,Bộ Trang Điểm[22 Món Y1 ]Đầy Đủ Makeup/Trang Điểm Đi Tiệc/Trang Điểm Cá Nhân Cơ Bản 22 Món Y1,249000.0,14.0,214140.0,31.0,4.7,15.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Dụng cụ chăm sóc Sắc đẹp,SIANDO,Túi đựng mỹ phẩm Washbag 3 màu 3 size đựng đồ cá nhân đồ trang điểm chống thấm nước SIANDO TCN01,49000.0,19.0,39690.0,0.0,5.0,1.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Dụng cụ chăm sóc Sắc đẹp,GIA DỤNG SỈ TPHCM,KỆ ĐỰNG MỸ PHẨM CỌ TRANG ĐIỂM 5 NGĂN XOAY 360 ĐỘ TIỆN LỢI PHONG CÁCH HÀN QUỐC XINH XẮN. ỐNG ĐỰNG BÚT ĐỒ DÙNG HỌC TẬP ĐỂ BÀN ĐA NĂNG,132000.0,58.0,55440.0,0.0,0.0,0.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Tủ chứa & Sắp xếp đồ,Forest Home,"Hộp Bảo Quản Mỹ Phẩm, Hộp Đựng Mỹ Phẩm Đa Năng Dung Tích Lớn, xoay 360 Hộp đựng mỹ",279998.0,36.0,179198.0,0.0,0.0,0.0,Nhà cửa & Đời sống - Thấp,0
Dụng cụ chăm sóc Sắc đẹp,MAANGE LOCAL STORE,Bộ cọ trang điểm MAANGE 14 cây mềm mại với Túi đựng cọ trang điểm da 1340,152000.0,35.0,98800.0,151.0,5.0,32.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Dụng cụ chăm sóc Sắc đẹp,Xjk9kXtt.Selection,"Bộ 8 cọ trang điểm mini với cán bằng nhựa mờ, thiết kế màu macaron, dễ mang theo, lông cọ mềm mại, dụng cụ trang điểm làm đẹp",27100.0,29.0,19241.0,8400.0,4.9,2665.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Dụng cụ chăm sóc Sắc đẹp,MIGE.HOME,"Bộ cọ trang điểm cầm tay 10 món có hộp đựng, bao gồm nhiều loại cọ trang điểm chuyên nghiệp",91000.0,30.0,63699.0,0.0,0.0,0.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Dụng cụ chăm sóc Sắc đẹp,GIA DỤNG SỈ TPHCM,TỦ GỖ ĐỰNG MỸ PHẨM CÓ GƯƠNG TRANG ĐIỂM HÌNH TAI MÈO SIÊU XINH - KỆ ĐỰNG MỸ PHẨM ĐỒ MAKEUP NHIỀU NGĂN BẰNG GỖ THƠM CAO CẤP CÓ THỂ XẾP GỌN ĐƯỢC - MẪU MỚI 2022,190000.0,69.0,58900.0,44.0,4.6,7.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Trang điểm,EuniceTF,Công cụ tiêu sáng cao đôi Stick Stick Natural Matte Makeup Highlighter Natural Cao mũi Đường viền Bắc đẹp Chăm sóc cá nhân Kẹp mắt cá nhân,70000.0,50.0,35000.0,0.0,0.0,0.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Dụng cụ chăm sóc Sắc đẹp,Gia dụng Tuki248,"Túi đựng mỹ phẩm, đồ trang điểm chống thấm nước, họa tiết dễ thương",50000.0,30.0,35000.0,12.0,5.0,4.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Vali và Túi du lịch đa năng,KH360,Bộ chiết mỹ phẩm 5 món - Hàn Quốc,24000.0,21.0,18960.0,27.0,5.0,3.0,Túi xách & Hành lý - Thấp,0
Dụng cụ chăm sóc Sắc đẹp,Akii Home,"Túi đựng mỹ phẩm chất liệu PVC mờ+da PU cao cấp, túi đựng đồ trang điểm di động Akii Home TD31",60000.0,35.0,39000.0,15.0,5.0,4.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Tủ chứa & Sắp xếp đồ,Gia Dụng Pk,"Hộp đựng cọ trang điểm 2959 - hộp đựng cọ có nắp kín chống ẩm mốc bụi bẩn, hộp dựng cọ trang điểm, hộp đựng mỹ phẩm, hộp đựng có nắp, hộp đựng trang sức",76000.0,15.0,64600.0,6.0,5.0,2.0,Nhà cửa & Đời sống - Thấp,0
Trang điểm,PaNa- Store,Bộ trang điểm Lameila chuyên nghiệp 8 món,190000.0,43.0,108300.0,126.0,4.9,34.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Nhập vai Phục trang & Dạ tiệc,JOYNCLEON Shopping Mall,"Joyncleon an toàn trẻ em Bộ trang điểm, chơi giả vờ Bộ mỹ phẩm cho trẻ em gái, món quà sinh nhật",319000.0,49.0,162690.0,0.0,0.0,0.0,Thời trang - Trung+,0
Tủ chứa & Sắp xếp đồ,Bonjure Beauty,"YONUO  hộp lưu trữ để bàn, bàn trang điểm, hộp sắp xếp mặt nạ mỹ phẩm, hộp trong suốt, cọ trang điểm gia dụng và hộp lưu trữ phồng",159000.0,22.0,124020.0,84.0,5.0,27.0,Nhà cửa & Đời sống - Thấp,0
Dụng cụ chăm sóc Sắc đẹp,the gioi vali,"Túi đựng mỹ phẩm xách tay,Chất liệu PU chống thấm nước có móc treo nhiều ngăn,chứa được nhiều đồ dùng cá nhân và mỹ phẩm",85000.0,28.0,61200.0,88.0,5.0,22.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Dụng cụ chăm sóc Sắc đẹp,the gioi vali,"Túi đựng đồ vệ sinh cá nhân/túi đựng mỹ phẩm,Nhiều ngăn và sức chứa cực lớn",95000.0,41.0,56050.0,49.0,5.0,15.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Dụng cụ chăm sóc Sắc đẹp,Alice Mart,[ Freeship ] Set 4 Bông Mút Trang Điểm Kèm Hộp Đựng Xinh Xắn - Hộp 4 mút tán kem nền mút trang điểm mềm mại hình giọt nước siêu tiện dụng,8000.0,44.0,4480.0,247.0,4.7,59.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Tủ chứa & Sắp xếp đồ,Global Merch Park,Hộp Đựng Mỹ Phẩm Trong Suốt Acrylic Hộp Đựng Đồ Trang Điểm Có 3 Ngăn Cho Tăm Bông & Miếng Đệm Để Bàn Nhựa Thân Thiện Với Môi Trường,133000.0,31.0,91770.0,67.0,5.0,104.0,Nhà cửa & Đời sống - Thấp,0
Chăm sóc da mặt,Hada Labo,[ MUA 1 TẶNG 1] Sữa rửa mặt dưỡng ẩm tối ưu Hada Labo Advanced Nourish Cleanser 80g,85500.0,19.0,69255.0,28200.0,4.9,4851.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Tủ chứa & Sắp xếp đồ,Gia Dụng Pk,"Kệ Đựng Mỹ Phẩm Để Bàn NHIỀU NGĂN LỚN Bằng Nhựa - Khay Đựng Bút Phụ Kiện Học Tập Đa Năng Có Ngăn Kéo Tiện Lợi, hộp nhựa, hộp đựng mỹ phẩm, hộp đựng bút , hộp đựng dồ cá nhân, hộp nhựa mini, hộp để bàn, hộp đựng",64000.0,11.0,56960.0,0.0,4.9,33.0,Nhà cửa & Đời sống - Thấp,0
Dụng cụ chăm sóc Sắc đẹp,the gioi vali,"Túi đựng mỹ phẩm dành cho bé gái dễ thương, Túi hoạt hình trong suốt chống thấm nước đựng đồ cá nhân",80000.0,18.0,65600.0,0.0,5.0,10.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Trang điểm,PaNa- Store,Bộ trang điểm Lameila 6 đến 8 món có kèm hình ảnh,179000.0,45.0,98450.0,0.0,4.9,317.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Trang điểm,HASAKI BEAUTY,"Phấn Nước Judydoll Mịn Lì, Che Phủ Cao 12.5g Fresh Matte Cushion Hasaki Sản Phẩm Chính Hãng",329000.0,7.0,305970.0,0.0,0.0,0.0,Làm đẹp & Chăm sóc cá nhân - Trung+,0
Dụng cụ chăm sóc Sắc đẹp,BeautyBloomM,Eshylala Dày Bông Kẹo Mỹ Phẩm Phun Siêu Mềm Miếng Bọt Biển Đệm Không Khí Bột Phồng Nền Tảng Che Khuyết Điểm Khô Và Ướt Trang Điểm Vẻ Đẹp,33568.0,71.0,9734.0,0.0,0.0,0.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Dụng cụ chăm sóc Sắc đẹp,Thảo Dược Thiên Nhiên 1,Cream Vip Japan Kem Dưỡng Ẩm Dành Cho Nam tuýp 20g,315000.0,40.0,189000.0,0.0,0.0,0.0,Làm đẹp & Chăm sóc cá nhân - Trung+,0
Chăm sóc cá nhân,ZHK Store,"Kem đánh răng SP10 làm trắng răng, làm sạch mạnh mẽ loại bỏ vết ố vàng bảo vệ men răng vượt trội",164900.0,42.0,95642.0,0.0,5.0,1.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc cá nhân,thành phố lớn cửa hàng tình yêu nhỏ,"Mặt nạ chân gừng  hoa oải hương dưỡng ẩm, tẩy tế bào chết, nuôi dưỡng, làm mềm gót chân, bàn chân, dưỡng ẩm trắng da chân, phù hợp với mọi loại da 40g",176000.0,50.0,88000.0,5.0,5.0,5.0,Làm đẹp & Chăm sóc cá nhân - Thấp,0
Chăm sóc da mặt,Skinfa,LaCabine 2% Prebiotic Complex Serum Cream Giúp Dưỡng Ẩm Kiểm Soát Dầu,860000.0,15.0,731000.0,0.0,0.0,0.0,Làm đẹp & Chăm sóc cá nhân - Trung+,0
Vali và Túi du lịch đa năng,Amalife Việt Nam,"Túi Đựng Đồ Mỹ Phẩm, Túi Đựng Đồ Trang Điểm, Túi Đựng Đồ Cá Nhân Đi Du Lịch Nhiều Ngăn Chống Nước Chính Hãng Amalife",150000.0,34.0,98999.0,217.0,4.9,57.0,Túi xách & Hành lý - Thấp,1
Vali và Túi du lịch đa năng,An Nhiên.2702,Túi Đựng Đồ Lót Du Lịch Đa Năng Tiện Dụng Sức Chứa Lớn - Túi Đựng Mỹ Phẩm Du Lịch,112000.0,50.0,56000.0,132.0,4.8,29.0,Túi xách & Hành lý - Thấp,1
Vali và Túi du lịch đa năng,An An Nguyễn Store,"Túi đựng mỹ phẩm , túi đựng đồ du lịch chống nước ( nhiều mẫu )",250000.0,41.0,147500.0,142.0,5.0,21.0,Túi xách & Hành lý - Thấp,1
Vali và Túi du lịch đa năng,Hala Thế Giới Gia Dụng,"Túi Đựng Mỹ Phẩm Da PU Living C Không Thấm Nước, Túi đựng Đồ Trang Điểm Phụ Nữ Cầm Tay",85000.0,6.0,79900.0,45.0,4.7,13.0,Túi xách & Hành lý - Thấp,0
Chăm sóc cá nhân,Mỹ phẩm Hồng Vân 01,[HCM]viên uống giảm cân baschi cam Vip Slim lọ 30v,150000.0,27.0,109500.0,586.0,4.9,62.0,Làm đẹp & Chăm sóc cá nhân - Thấp,1
Vali và Túi du lịch đa năng,Mom Mie,"[HCM]Túi đựng mỹ phẩm đồ trang điểm chống thấm nhiều kích cỡ - T016, K089",71000.0,25.0,53250.0,115.0,5.0,14.0,Túi xách & Hành lý - Thấp,1
Vali và Túi du lịch đa năng,the gioi vali,Túi Đựng Mỹ Phẩm Hoạt hình 6 Màu phong cách Nhật Bản đồ trang điểm du lịch Túi giặt/Hộp lưu trữ/Túi lưu trữ,80068.0,18.0,65655.0,3100.0,5.0,962.0,Túi xách & Hành lý - Thấp,1
Vali và Túi du lịch đa năng,Hala Thế Giới Gia Dụng,"Túi Đựng Mỹ Phẩm Du Lịch Cao Cấp Living C, Túi Đựng Đồ Trang Điểm Khóa Chéo Chất Lượng Cao Tiện Lợi",80000.0,12.0,70400.0,48.0,4.6,5.0,Túi xách & Hành lý - Thấp,0
Vali và Túi du lịch đa năng,An An Nguyễn Store,"Túi Lưới Đựng Mỹ Phẩm Trang Điểm , Đồ Dùng Du Lịch Hình Hộp (Nhiều Kích Cỡ)",75000.0,25.0,56250.0,154.0,5.0,41.0,Túi xách & Hành lý - Thấp,1
Vali và Túi du lịch đa năng,ELACCENT BAG MALL,ELACCENT túi đựng đồ makeup túi đựng đồ trang điểm túi mỹ phẩm Túi đựng đồ vệ sinh cá nhân du lịch nhỏ gọn  với móc treo để tổ chức dễ dàng,134000.0,50.0,67000.0,75.0,4.9,26.0,Túi xách & Hành lý - Thấp,0
Vali và Túi du lịch đa năng,Coleen Decor bàn học,Túi Da Đủ Màu Đựng Mỹ Phẩm Đồ Makeup Mang Đi Du Lịch Sức Chứa Lớn COLEEN,80000.0,38.0,49600.0,0.0,5.0,1.0,Túi xách & Hành lý - Thấp,0
Vali và Túi du lịch đa năng,Tuidonghang.hcm,Túi Đựng Mỹ phẩm và đồ cá nhân du lịch,15000.0,20.0,12000.0,23.0,5.0,7.0,Túi xách & Hành lý - Thấp,0
Vali và Túi du lịch đa năng,BÁN GÌ RẺ THẾ,"Bộ 6 Túi Du Lịch Đựng Quần Áo, Mỹ Phẩm, Giày Dép, Tất , Vớ Xếp Gọn Chống Thấm - COMBO 6 TÚI TIỆN ÍCH ĐỰNG ĐỒ DU LỊCH CÁ NHÂN NHIỀU SIZE",140000.0,46.0,75600.0,49.0,4.7,19.0,Túi xách & Hành lý - Thấp,0
Vali và Túi du lịch đa năng,Store4men - Tjll Tjll Shop,"SET 6 Túi Đựng Quần Áo, Mỹ Phẩm, Giày Dép, Vớ Mang Du Lịch Tiện Lợi - Combo 6 Đựng Đồ Du Lịch Xếp Gọn , Chống Thấm / Túi Du Lịch - Túi Đựng Đồ Trang Điểm , Mỹ Phẩm Đồ Dùng Du Lịch Chống Thấm Nước Cao Cấp",120000.0,37.0,75600.0,8.0,0.0,0.0,Túi xách & Hành lý - Thấp,0
Giặt ủi,Mỹ Phẩm Heyxi,Nước Giặt Đồ Lót Heyxi (Giá Sỉ) Loại Bỏ Vệt Ố Vàng Khử Mùi Hôi Khó Chịu Lữu Giữ Hương Thơm 24 Giờ,40000.0,50.0,20000.0,169.0,5.0,26.0,Nhà cửa & Đời sống - Thấp,1
Vali và Túi du lịch đa năng,Techsshop,"Túi đựng mỹ phẩm, đồ trang điểm, Túi du lịch đựng đồ dùng cá nhân đa năng nhỏ",130000.0,24.0,98800.0,36.0,5.0,11.0,Túi xách & Hành lý - Thấp,0
Vali và Túi du lịch đa năng,TAO Tidy Life,Túi Đựng Cọ Trang Điểm Du Lịch Dung Tích Lớn Túi Đựng Mỹ Phẩm Lưới Túi Đựng Đồ Dùng Cá Nhân Túi Đựng Son Môi Air Cushion Cọ Trang Điểm,321000.0,11.0,285690.0,830.0,5.0,23.0,Túi xách & Hành lý - Thấp,1
Vali và Túi du lịch đa năng,Băng Keo Nam Việt,(Có Ngăn Đựng Cọ Riêng) Túi Đựng Đồ Trang Điểm Chống Thấm Nước Túi Mỹ Phẩm Túi Xách Du Lịch Nhiều Hoa Văn,65000.0,20.0,52000.0,84.0,5.0,19.0,Túi xách & Hành lý - Thấp,0
Vali và Túi du lịch đa năng,PTNgoc House 3137,Túi Nhựa Đựng Mỹ Phẩm - Bao ĐỰNG ĐỒ ƯỚT - Đựng Bàn Chải Và Kem Đánh Răng Du Lịch,14000.0,39.0,8540.0,1200.0,4.9,148.0,Túi xách & Hành lý - Thấp,1
Đồ ăn nhẹ & bánh kẹo,Hoá Mỹ Phẩm Mỹ Phương,Kẹo Ngậm Mentos Pure Fresh 50 Viên không đường,51450.0,19.0,41674.0,80.0,5.0,15.0,Thực phẩm & FMCG - Thấp,0
Vali và Túi du lịch đa năng,Mi Hà,"Cốp Makeup Cá Nhân Szie 26_Hộp Đựng Đồ Trang Điểm_Cốp Vải Thanh Cứng_Cốp Vali LV Mini Đựng Dụng Cụ Phun Xăm, Spa, Nail_Túi đựng mỹ phẩm",220000.0,34.0,145199.0,13.0,5.0,2.0,Túi xách & Hành lý - Thấp,0
Vali và Túi du lịch đa năng,HyHy Store Gia Dụng,"[VOUCHER 12% | MEGA 05.06 - 10.06] Túi Đựng Mỹ Phẩm đẹp Túi Du Lịch, túi Gấu Dâu Losto, túi đựng đồ trang điểm Cỡ Lớn Bằng Vải Nỉ Họa Tiết Hoạt Hình Dễ Thương Cho Nữ",110000.0,45.0,60500.0,539.0,4.9,144.0,Túi xách & Hành lý - Thấp,1
Vali và Túi du lịch đa năng,Tiệm TACAO,"Túi đựng mỹ phẩm đồ du lịch trong suốt, túi mĩ phẩm WASHBAG chống nước cỡ mini và lớn",43500.0,45.0,23925.0,85.0,5.0,23.0,Túi xách & Hành lý - Thấp,0
Vali và Túi du lịch đa năng,the gioi vali,Túi Đựng Mỹ Phẩm WASHBAG Túi giặt ngăn khô ướt riêng biệt /Đồ Trang Điểm Du Lịch Túi lưu trữ Túi giặt,50000.0,26.0,37000.0,4500.0,4.9,1399.0,Túi xách & Hành lý - Thấp,1
Đồ nội thất,Gia Dụng PINGS,Kệ Trang Điểm Có Gương (Loại Lớn 40 x 33 x 20 cm) - Kệ Đựng Mỹ Phẩm Có Gương Hình Mèo Dễ Thương,197000.0,26.0,145780.0,60.0,4.7,12.0,Nhà cửa & Đời sống - Thấp,0
Vali và Túi du lịch đa năng,Hala Thế Giới Gia Dụng,"Túi đựng mỹ phẩm LivingC, túi đựng đồ cá nhân, cọ trang điểm tiện lợi mang đi du lịch",230000.0,17.0,190900.0,75.0,5.0,22.0,Túi xách & Hành lý - Thấp,0
Vali và Túi du lịch đa năng,KUNBE Official Store,"Túi Du Lịch Đựng Mỹ Phẩm Đồ Trang Điểm Cá Nhân KUNBE Kiểu Dáng Năng Động, Trẻ Trung Có Móc Treo Tiện Lợi",140000.0,18.0,114800.0,19.0,5.0,4.0,Túi xách & Hành lý - Thấp,0
Vali và Túi du lịch đa năng,100styles,Túi Đựng Đồ Trang Điểm Cá Nhân Dây Rút Du Lịch - 100style,70000.0,14.0,60200.0,5.0,5.0,1.0,Túi xách & Hành lý - Thấp,0
Vali và Túi du lịch đa năng,Bon Store Nhà Cửa Đời Sống,[FREESHIP] Túi Nhựa Đựng Mỹ Phẩm Đồ Trang Điểm Trong Suốt Có Khóa Kéo Nhiều Màu Sắc,14800.0,45.0,8140.0,158.0,4.9,26.0,Túi xách & Hành lý - Thấp,1
