category,store_name,original_price,discount_percent,price,comment_count,rating,name,sold,link
Đồ ăn nhẹ & bánh kẹo,ĐỒ DÙNG THÔNG MINH123,54.000 ₫,-41%,31860,(15),4.7,"[✅ NHIỀU LOẠI ✅] CAY MIẾNG SƯỜN DÊ HẰNG ĐẠI BỊCH 60 GÓI , ĐỒ ĂN VẶT TUỔI THƠ CÁC LOẠI",108 Đã bán,https://www.lazada.vn/products/pdp-i1972150244.html
Đồ ăn nhẹ & bánh kẹo,SHOP HAIMY,79.000 ₫,-25%,59250,(575),4.9,"TÚI 1KG BÁNH MOCHI NHÂN KEM SỮA MIX 6 VỊ SIÊU NGON, THƠM BÉO ăn vặt - shop haimy (ngày trên bánh là nsx)",1.6K Đã bán,https://www.lazada.vn/products/pdp-i2586289413.html
Đồ ăn nhẹ & bánh kẹo,Chuồn Chuồn Đỏ.Selection,37.000 ₫,-29%,26270,(35),4.4,"Kẹo Dẻo Cokoc Đủ Hương Vị - Kẹo Trái Cây Lột Vỏ 3D Bobo Ít Đường, Tốt Cho Sức Khỏe",122 Đã bán,https://www.lazada.vn/products/pdp-i2807253631.html
Bánh ăn sáng,HK FOODS.VN,,,,(52),4.6,1 BỊCH 32 CÁI Đùi vịt cay tứ xuyên HK Foods - Đồ ăn vặt,123 Đã bán,https://www.lazada.vn/products/pdp-i1247079240.html
Đồ ăn nhẹ & bánh kẹo,EU.SHOPNGA,70.000 ₫,-26%,51800,(132),4.9,[DATE T7-2026] Thanh Socola Đen nguyên chất 55% Cacao BABAEVSKY & SCHOGETTEN các loại,1.3K Đã bán,https://www.lazada.vn/products/pdp-i2475458887.html
Đồ ăn nhẹ & bánh kẹo,Đồ Ăn Vặt Sỉ Lẻ,115.000 ₫,-47%,60950,(5),4.2,[ Hàng mới ] Combo 300g Socola Dubai nhân sợi/ sô cô la hạt dẻ cười/ Hạt phỉ/ sữa dừa Dubai thơm ngon cực đã,13 Đã bán,https://www.lazada.vn/products/pdp-i2997132309.html
Đồ ăn nhẹ & bánh kẹo,Ăn vặt 492 shop,4.000 ₫,-45%,2200,(4),5,Kẹo Bông Marshmallow 15g - Ăn Vặt 492,30 Đã bán,https://www.lazada.vn/products/pdp-i2361472105.html
Nguyên liệu nấu ăn & làm bánh,Tân Lộc Phát Food.Selection,38.700 ₫,-29%,27477,(96),4.8,MÍT SẤY DẺO NGUYÊN CHẤT TÂN LỘC PHÁT | Gói 100G | Đồ ăn vặt yêu thích,523 Đã bán,https://www.lazada.vn/products/pdp-i2686644742.html
Đồ ăn nhẹ & bánh kẹo,BON SHOP 2017ST,,,,,,"(Dùng Thử) Snack Ăn Vặt Tự Chọn, Snack Tổng Hợp Giá Rẻ Nhiều Món Đa Dạng, bim bim cân đồ ăn vặt hot",7 Đã bán,https://www.lazada.vn/products/pdp-i3094323178.html
Đồ ăn nhẹ & bánh kẹo,CTY THỰC PHẨM TRUNG MINH THÀNH,96.120 ₫,-12%,84585,(194),4.9,"Kẹo Socola thương hiệu Andes 132g chính hãng, hương bạc hà / sữa bạc hà date 09.01.26",1.4K Đã bán,https://www.lazada.vn/products/pdp-i812194544.html
Đồ ăn nhẹ & bánh kẹo,Nguyenlieu_ShopBL,,,,(96),4.8,Socola Đen 1kg,394 Đã bán,https://www.lazada.vn/products/pdp-i544692589.html
Đồ ăn nhẹ & bánh kẹo,SHOP ĂN VẶT BÉ TÁO,69.000 ₫,-29%,48990,(8),5,Túi 300g Kẹo Dẻo Chip Chip Mix Nhiều Vị Trái Cây Siêu Ngon Cho Bé Yêu ( Giao Mix Vị Ngẫu Nhiên ),39 Đã bán,https://www.lazada.vn/products/pdp-i3021381543.html
Nguyên liệu nấu ăn & làm bánh,Bách Hóa Ăn Vặt Sơn Tây HĐ,32.000 ₫,-50%,16000,,,"BÒ MIẾNG HẰNG ĐẠI GÓI TO 40 MIẾNG CAY SIÊU HOT đồ ăn vặt, ăn vặt hot",,https://www.lazada.vn/products/pdp-i2326890796.html
Nguyên liệu nấu ăn & làm bánh,Rin Sesshomaru,150.000 ₫,-10%,135000,(5),5,Túi ăn vặt 30 món thịt mặn tê cay nhẹ nội địa trung dễ thương hồng,18 Đã bán,https://www.lazada.vn/products/pdp-i1616455701.html
Đồ ăn nhẹ & bánh kẹo,HOANG NHI FOODD,64.100 ₫,-46%,34614,(473),4.7,bánh tráng rong biển cháy tỏi tây ninh 500g,2.1K Đã bán,https://www.lazada.vn/products/pdp-i2004016289.html
Bánh ăn sáng,MuaSam Nhanh,289.000 ₫,-15%,245650,(6),4.3,Thùng 2kg Bánh mix Đài Loan đủ vị - đồ ăn vặt siêu ngon ăn vặt siêu ngon- Shop Haimy mua sam nhanh,37 Đã bán,https://www.lazada.vn/products/pdp-i2621672899.html
Đồ ăn nhẹ & bánh kẹo,Tân Lộc Phát Food.Selection,39.500 ₫,-29%,28045,(1),5,ĐẬU PHỘNG CỐT DỪA TÂN LỘC PHÁT - BỊCH 250G,145 Đã bán,https://www.lazada.vn/products/pdp-i3113682208.html
Đồ ăn nhẹ & bánh kẹo,TLfoodshop,150.000 ₫,-34%,99000,(7),5,Bánh Trung Thu mochi Khoai môn trứng muối 500gr,26 Đã bán,https://www.lazada.vn/products/pdp-i2756709799.html
Nguyên liệu nấu ăn & làm bánh,pdgroup.Selection,64.400 ₫,-23%,49588,(39),4.8,[Acecook] Combo 4 mì ly Modern vị lẩu Thái tôm 65gr,124 Đã bán,https://www.lazada.vn/products/pdp-i2654855397.html
Đồ ăn nhẹ & bánh kẹo,Tân Lộc Phát Food.Selection,67.500 ₫,-23%,51975,(13),5,Đậu Phộng Cốt Dừa Tỏi Ớt Tân Lộc Phát Hũ 500g,143 Đã bán,https://www.lazada.vn/products/pdp-i2939582409.html
Thực phẩm chức năng,LYRIGAB,312.660 ₫,-40%,187596,(2),5,"Kẹo Dẻo Vitamin  Gummies MultiVitamin for Fussy Eaters, Kẹo Đói Kích Thích Ăn Ngon cho nữ/60PCS",13 Đã bán,https://www.lazada.vn/products/pdp-i3075830538.html
Đồ ăn nhẹ & bánh kẹo,SỬU NHI FOOD,130.000 ₫,-24%,98800,(104),4.8,[Hộp 60 viên] Kẹo Dẻo Có Nhân Hình Con Mắt/ Dưa Hấu/ Dâu / Vịt/ Đào/ Gấu trúc/ Mèo Kitty/ Người Nhện/ Hành Tinh [LẺ 30V],407 Đã bán,https://www.lazada.vn/products/pdp-i2410914469.html
Đồ ăn nhẹ & bánh kẹo,THỰC PHẨM SẠCH 3 MIỀN - ĐỒ ĂN VẶT.Selection,50.200 ₫,-23%,38654,(89),5,[TÙY CHỌN] 1kg đậu phộng rang tỏi ớt giòn ngon cao cấp - TPS,1.4K Đã bán,https://www.lazada.vn/products/pdp-i2994954099.html
Đồ ăn nhẹ & bánh kẹo,SỬU NHI FOOD,60.000 ₫,-18%,49200,(19),4.8,[ XÁ 1KG ] THẠCH QUE KEM TRÁI CÂY SỮA CHUA PHÔ MAI 3D CHUNYAYUAN [MIX ĐỦ VỊ],80 Đã bán,https://www.lazada.vn/products/pdp-i3060551003.html
Đồ ăn nhẹ & bánh kẹo,FUJI Market,220.000 ₫,-10%,198000,(10),5,[MẪU MỚI] Kẹo cao su singum Lotte Xylitol 7 vị trái cây 133g,57 Đã bán,https://www.lazada.vn/products/pdp-i1047876708.html
Đồ uống,MAIKA TEA & FARM,50.600 ₫,-29%,35926,(8),5,"Matcha Sấy Lạnh Nguyên Chất MK FARM - Pha uống, làm bánh, gia vị món ăn, hỗ trợ giảm cân, đắp mặt nạ dưỡng da",21 Đã bán,https://www.lazada.vn/products/pdp-i2623612581.html
Đồ uống,ChengMei food.Selection,45.500 ₫,-29%,32305,(244),4.9,Kẹo trà sữa - 100 viên/bịch,879 Đã bán,https://www.lazada.vn/products/pdp-i2715218882.html
Bánh ăn sáng,DK Harvest,89.000 ₫,-18%,72980,(8212),5,"Combo 1kg Yến mạch ăn liền, nguyên hạt cán dẹt DK Harvest nhập khẩu Úc | yến mạch ăn liền, yến mạch úc, yến mạch giảm cân, ngũ cốc giảm cân",49.1K Đã bán,https://www.lazada.vn/products/pdp-i888770688.html
Nguyên liệu nấu ăn & làm bánh,MASAN CONSUMER,254.000 ₫,-18%,208280,(160),5,[25.9 -29.9 Voucher 18% CHO ĐƠN TỪ 199K]1 Hộp Hotdog Ponnie Giòn Ăn Liền Vị Vị Phô Mai Bắp  x hộp x 20 cây x 20g,565 Đã bán,https://www.lazada.vn/products/pdp-i3122022395.html
Nguyên liệu nấu ăn & làm bánh,Tân Lộc Phát Food.Selection,32.800 ₫,-29%,23288,(87),4.9,KHÔ GÀ LÁ CHANH TÂN LỘC PHÁT BỊCH 100G,309 Đã bán,https://www.lazada.vn/products/pdp-i2685888601.html
Nguyên liệu nấu ăn & làm bánh,LÀNG ME VEGETARIAN FOODS,42.200 ₫,-29%,29962,(165),4.9,"Sườn Non Chay , sườn chay Khô Ngon Loại 1 Làng Me , chế biến món chay ngon ( gói 200 gr ) , Hàng công ty không chất bảo quản , không biến đổi Gen",799 Đã bán,https://www.lazada.vn/products/pdp-i2604210465.html
Nguyên liệu nấu ăn & làm bánh,SIÊU_THỊ_ĐỒ_KHÔ_VŨNG TÀU,260.000 ₫,-45%,143000,(279),4.7,1kg HẠT DƯA Phước Thành loại đặc biệt [HCM] [hoa tốc],903 Đã bán,https://www.lazada.vn/products/pdp-i2484064635.html
Nguyên liệu nấu ăn & làm bánh,BON SHOP 2017ST,,,,,,[Siêu rẻ] Tổng hợp đồ ăn vặt cay siêu ngon,,https://www.lazada.vn/products/pdp-i3094281458.html
Đồ ăn nhẹ & bánh kẹo,Bách Hóa Giá Mềm huynhtunga,120.000 ₫,-46%,64800,(127),4.9,Kẹo Chuối Đậu Phộng Mè Gừng 500G,449 Đã bán,https://www.lazada.vn/products/pdp-i2044760817.html
Nguyên liệu nấu ăn & làm bánh,TPS NICE.Selection,32.000 ₫,-29%,22720,(9),3.7,Combo Bịch 3 Miếng Cơm Cháy Mỡ Hành Giòn Cay,114 Đã bán,https://www.lazada.vn/products/pdp-i2995360167.html
Đồ ăn nhẹ & bánh kẹo,Tân Lộc Phát Food.Selection,30.300 ₫,-29%,21513,,,ĐẬU PHỘNG CỐT DỪA TỎI ỚT TÂN LỘC PHÁT - BỊCH 100G,,https://www.lazada.vn/products/pdp-i3113453466.html
Đồ ăn nhẹ & bánh kẹo,Tân Lộc Phát Food.Selection,25.100 ₫,-29%,17821,(3),5,KẸO DÂU TẰM TÂN LỘC PHÁT - BỊCH 100G,93 Đã bán,https://www.lazada.vn/products/pdp-i3111328066.html
Nguyên liệu nấu ăn & làm bánh,Tân Lộc Phát Food.Selection,108.500 ₫,-23%,83545,(6),5,KHÔ GÀ LÁ CHANH TÂN LỘC PHÁT FOOD | HŨ 500G,88 Đã bán,https://www.lazada.vn/products/pdp-i2859478535.html
Đồ uống,SK FOOD.Selection,35.300 ₫,-29%,25063,(11),4.9,Táo đỏ Tân Cương giòn ngọt uống trà hầm canh ăn liền Sk food 100g,62 Đã bán,https://www.lazada.vn/products/pdp-i2914739504.html
Nguyên liệu nấu ăn & làm bánh,THỰC PHẨM SẠCH 3 MIỀN - ĐỒ ĂN VẶT.Selection,81.700 ₫,-23%,62909,(12),5,500G ME XÍ MUỘI VỊ CHUA CHUA NGỌT NGỌT ĂN VẶT SIÊU NGON,47 Đã bán,https://www.lazada.vn/products/pdp-i2994763272.html
Đồ ăn nhẹ & bánh kẹo,Bếp Mẹ Tinn,80.000 ₫,-26%,59200,(588),4.8,"Bánh Đậu Đỏ Gạo Lứt Hương Vị Thơm Ngon Đậm Đà, Mềm Mềm, Ngọt Nhẹ, Thích Hợp Với Mọi Người",1.6K Đã bán,https://www.lazada.vn/products/pdp-i2640771472.html
Đồ ăn nhẹ & bánh kẹo,Tân Lộc Phát Food.Selection,70.600 ₫,-23%,54362,(20),5,Nho Vàng Sấy Khô Tân Lộc Phát Hũ 500g,56 Đã bán,https://www.lazada.vn/products/pdp-i2939575439.html
Đồ ăn nhẹ & bánh kẹo,Tân Lộc Phát Food.Selection,113.300 ₫,-23%,87241,(33),4.6,HẠT DƯA TÂN LỘC PHÁT - BỊCH 500G,255 Đã bán,https://www.lazada.vn/products/pdp-i2660821823.html
Nguyên liệu nấu ăn & làm bánh,Bách Hóa Cổ Đông N01,30.000 ₫,-47%,15900,(16),4.9,Bịch 60 Gói Dê Nướng Hằng Đại Mini Đồ Ăn Vặt Ngon Cổng Trường Vé Về Tuổi Thơ,64 Đã bán,https://www.lazada.vn/products/pdp-i2633424934.html
Đồ ăn nhẹ & bánh kẹo,Tạp Hoá HULA,,,,(9),5,Đồ Ăn Vặt - Bim Bim Tăm Đậu Hà Lan Thơm Ngon,24 Đã bán,https://www.lazada.vn/products/pdp-i2581345200.html
Nguyên liệu nấu ăn & làm bánh,Foody.Taiwan,,,,(938),4.7,Tổng Hợp Đồ Ăn Vặt Nội Địa Trung - Các Món Cay Siêu Ngon - Foody.Taiwan,41.7K Đã bán,https://www.lazada.vn/products/pdp-i1473713990.html
Nguyên liệu nấu ăn & làm bánh,thucphamgiasi,50.000 ₫,-20%,40000,(399),4.7,500g bánh gạo tokbokki Hàn Quốc Jofood kèm 100g sốt,2.1K Đã bán,https://www.lazada.vn/products/pdp-i1551228082.html
Đồ ăn nhẹ & bánh kẹo,ChocolateFigo.Bột Cacao Hà Nội,110.000 ₫,-16%,92400,(53),4.8,"[Chính hãng] Dark Chocolate 100% Cacao, Socola đen nguyên chất không đường  Figo ăn Giảm cân, Keto, DAS hộp 100gram",402 Đã bán,https://www.lazada.vn/products/pdp-i709798122.html
Nguyên liệu nấu ăn & làm bánh,Ăn Vặt Nội Địa Trung - Siêu Thị Vạn Hương Lâu,,,,(96),4.9,Táo Đỏ Sấy Giòn Thơm Ngon Bổ Dưỡng Túi 105g - 3 gói 35g,462 Đã bán,https://www.lazada.vn/products/pdp-i2430637005.html
Đồ ăn nhẹ & bánh kẹo,Tạp hóa Bảo An,150.000 ₫,-50%,75000,(4),4.5,[ Siêu phẩm ] Combo 500g Kẹo Socola Hạnh nhân Việt thái món ăn vặt ngon lại tốt cho sức khỏe,10 Đã bán,https://www.lazada.vn/products/pdp-i2087032184.html
Nguyên liệu nấu ăn & làm bánh,pdgroup.Selection,43.700 ₫,-29%,31027,(30),5,"[Mới] Tương ớt chinsu đượm vị cay bùng vị ngon tỏi ớt 250g, 500g",81 Đã bán,https://www.lazada.vn/products/pdp-i2786352161.html
Đồ ăn nhẹ & bánh kẹo,SHOP HAIMY,31.950 ₫,-37%,20128,(3),5,"[MUA 2 GIẢM 10%] Túi 500g Bánh/Kẹo Gừng táo đỏ đường đen thơm ngon, mềm dẻo, giữ ấm cơ thể -đồ ăn vặt",7 Đã bán,https://www.lazada.vn/products/pdp-i2881758821.html
Nguyên liệu nấu ăn & làm bánh,BON SHOP 2017ST,,,,(14),4.8,SET ĂN VẶT TUỔI THƠ 30 GÓI CAY NGON ĂN LÀ MÊ,50 Đã bán,https://www.lazada.vn/products/pdp-i1999452066.html
Đồ ăn nhẹ & bánh kẹo,FRUIT OCEAN.Selection,26.600 ₫,-29%,18886,(5),5,Đào Khô Đào Sấy Muối Fruit Ocean 50g,36 Đã bán,https://www.lazada.vn/products/pdp-i3080549158.html
Đồ ăn nhẹ & bánh kẹo,MasterKids,140.000 ₫,-32%,95200,(11),4.7,"Bánh Mochi Sầu Riêng Hộp 500g Ngọt Nhẹ Vị Sầu Đặc Trưng, Bánh Thơm Ngon Cho Tín Đồ Mê Sầu",25 Đã bán,https://www.lazada.vn/products/pdp-i2921090848.html
Đồ ăn nhẹ & bánh kẹo,Anh Đạt,30.000 ₫,-50%,15000,(9),5,Kẹo marshmallow trắng 100g,72 Đã bán,https://www.lazada.vn/products/pdp-i1413219601.html
Đồ ăn nhẹ & bánh kẹo,pdgroup.Selection,50.200 ₫,-23%,38654,(93),4.8,Bánh AFC mặn 172gr vị tảo biển bò bít tết lúa mì rau củ gà sả tắc,332 Đã bán,https://www.lazada.vn/products/pdp-i2674688114.html
Đồ ăn nhẹ & bánh kẹo,SHOP ĂN VẶT NỘI ĐỊA - NHẬP KHẨU NHÀ BƠ,119.000 ₫,-34%,78540,(56),5,"🔥 HOT HIT 🔥 TÚI 500G KẸO DẺO TRÁI CÂY LỘT VỎ,BÓC VỎ MIX NHIỀU VỊ SIÊU THƠM MÁT,ÍT NGỌT NGON MÊ LI",166 Đã bán,https://www.lazada.vn/products/pdp-i2605334268.html
Nguyên liệu nấu ăn & làm bánh,HTD SHOP.Selection,35.300 ₫,-29%,25063,(33),4.9,Giấm Cốt Táo Cao Cấp 500ml - Giấm Táo Long Phụng - Thơm ngon an toàn.,110 Đã bán,https://www.lazada.vn/products/pdp-i2825631155.html
,,,,,,,,,https://www.lazada.vn/products/pdp-i2667939760.html
,,,,,,,,,https://www.lazada.vn/products/pdp-i2556210066.html
Đồ ăn nhẹ & bánh kẹo,JoJo Việt Nam,105.000 ₫,-10%,94500,(1),5,Combo Bánh Snack Mix Đủ Vị JOJO 10G,13 Đã bán,https://www.lazada.vn/products/pdp-i2664735692.html
Đồ ăn nhẹ & bánh kẹo,SHOP ĂN VẶT BÉ TÁO,109.000 ₫,-22%,85020,(7),5,Xô 500g Kẹo Dẻo Chip Chip Mix Nhiều Vị Trái Cây Siêu Ngon Cho Bé Yêu ( Giao Mix Vị Ngẫu Nhiên ),25 Đã bán,https://www.lazada.vn/products/pdp-i3021473424.html
Đồ ăn nhẹ & bánh kẹo,Tiệm của Mỡ,90.000 ₫,-50%,45000,(6),4.7,"Kẹo Dẻo Chip  500g Kẹo làm từ Genlatine hữu cơ, hương trái cây tự nhiên, đậm vị ngon nhà làm. Kẹo chip chip đủ hình, đủ vị mà viên nào cũng ngon không tả nổi.",27 Đã bán,https://www.lazada.vn/products/pdp-i2114418727.html
Đồ ăn nhẹ & bánh kẹo,Cao Bồi Food.Selection,64.400 ₫,-23%,49588,,,XOÀI SẤY DẺO MUỐI ỚT HŨ 250G | SHOP CAO BỒI FOOD,,https://www.lazada.vn/products/pdp-i2885112858.html
Nguyên liệu nấu ăn & làm bánh,Ăn vặt 492 shop,,,,(31),4.8,Combo 10 Gói Măng Trúc Cay Yuyu Tứ Xuyên 90g - Ăn Vặt 492,103 Đã bán,https://www.lazada.vn/products/pdp-i2361431648.html
Đồ ăn nhẹ & bánh kẹo,Tân Lộc Phát Food.Selection,42.200 ₫,-29%,29962,,,HẠT BÍ TRẮNG TÂN LỘC PHÁT GIÒN THƠM CHẮC HẠT - BỊCH 100G,,https://www.lazada.vn/products/pdp-i3112207467.html
Nguyên liệu nấu ăn & làm bánh,pdgroup.Selection,48.600 ₫,-29%,34506,(161),5,Đậu xanh nguyên hạt túi 500gr,382 Đã bán,https://www.lazada.vn/products/pdp-i2674636454.html
Đồ ăn nhẹ & bánh kẹo,Bách Hoá 2268,,,,(131),5,"Hũ Kẹo Gum Lotte Xylitol Không Đường 130.5G I Hương Chanh Bạc Hà, Việt Quất Bạc Hà, Bạc Hà Thơm Mát",785 Đã bán,https://www.lazada.vn/products/pdp-i1503095569.html
Nguyên liệu nấu ăn & làm bánh,Bách Hóa Cổ Đông N01,120.000 ₫,-42%,69600,(17),5,COMBO 2 BỊCH 120 GÓI DÊ NƯỚNG HẰNG ĐẠI CAY NGON ĂN VẶT TRỞ VỀ TUỔI THƠ,61 Đã bán,https://www.lazada.vn/products/pdp-i2633990323.html
Đồ ăn nhẹ & bánh kẹo,Chokollis store,,,,(183),4.9,Socola đen GanaFarm túi 250g|| 500g|| 1kg,642 Đã bán,https://www.lazada.vn/products/pdp-i1488740958.html
Đồ ăn nhẹ & bánh kẹo,SuSuTo Shop.Selection,42.200 ₫,-29%,29962,(107),4.8,"Chuối sấy mè gừng Let's Nuts hộp 250g đặc sản Đà Lạt, đồ ăn vặt xịn xò mỗi ngày",567 Đã bán,https://www.lazada.vn/products/pdp-i2683379471.html
Nguyên liệu nấu ăn & làm bánh,Tân Lộc Phát Food.Selection,32.000 ₫,-29%,22720,(5),4.8,Táo Đỏ Tân Cương Tân Lộc Phát Bịch 500g,28 Đã bán,https://www.lazada.vn/products/pdp-i2939389534.html
Nguyên liệu nấu ăn & làm bánh,Paco Food Store-Bánh Tráng Paco,180.000 ₫,-17%,149400,(31),4.7,[NÊN THỬ] SET 3 GÓI/6 GÓI/10 GÓI MÌ CAY KÈM GÓI SÚP GIA VỊ ĐỘC QUYỀN CHUẨN VỊ TẠI NHÀ PACO FOOD,109 Đã bán,https://www.lazada.vn/products/pdp-i2523239078.html
Đồ ăn nhẹ & bánh kẹo,Shop Thảo Dược Hạnh Nguyên,100.000 ₫,-25%,75000,(15),4.9,"Kẹo lê an phế mật ong 1kg, kẹo lê ngậm ho, giúp thanh nhiệt tiêu đờm hiệu quả",45 Đã bán,https://www.lazada.vn/products/pdp-i2922193495.html
Nguyên liệu nấu ăn & làm bánh,Anvy Foods | Ăn Vặt Nhà AnVy |,,,,(147),4.9,"Khô gà lá chanh 500gr giòn dai, đậm vị ( Ăn vặt AnVy Foods )",503 Đã bán,https://www.lazada.vn/products/pdp-i2358246862.html
Đồ ăn nhẹ & bánh kẹo,Tiệm Ăn Vặt Monty.,20.000 ₫,-50%,10000,,,[siêu ngon] 1 cái kẹo thạch zaizai,,https://www.lazada.vn/products/pdp-i2619713205.html
Đồ ăn nhẹ & bánh kẹo,thucduong.healthy shop,199.000 ₫,-32%,135320,(93),4.9,"Kẹo Dẻo Lê An Phế có nhân 1KG Kẹo lê The Mát, Sảng Khoái, Mềm dẻo, thơm ngon Kẹo dẻo Lê An Phế Mật Ong The Mát, Sảng Khoái, Mềm dẻo, thơm ngon",294 Đã bán,https://www.lazada.vn/products/pdp-i2878393194.html
Đồ ăn nhẹ & bánh kẹo,Tân Lộc Phát Food.Selection,48.100 ₫,-29%,34151,(25),5,Đậu Phộng Cốt Dừa Tân Lộc Phát Hũ 400g,78 Đã bán,https://www.lazada.vn/products/pdp-i2945277798.html
Nguyên liệu nấu ăn & làm bánh,pdgroup.Selection,73.900 ₫,-23%,56903,(12),5,Túi 100gr rau tiến vua khô loại ngon,58 Đã bán,https://www.lazada.vn/products/pdp-i2619726008.html
Đồ ăn nhẹ & bánh kẹo,Tân Lộc Phát Food.Selection,81.700 ₫,-23%,62909,(2),5,HẠT ĐIỀU SỮA TÂN LỘC PHÁT - HŨ 250G,,https://www.lazada.vn/products/pdp-i3112454373.html
Nguyên liệu nấu ăn & làm bánh,pdgroup.Selection,61.100 ₫,-23%,47047,(19),4.6,Túi 200gr nấm mèo đen thái sợi mộc nhĩ dạng sợi,43 Đã bán,https://www.lazada.vn/products/pdp-i2895330504.html
Đồ ăn nhẹ & bánh kẹo,pdgroup.Selection,51.000 ₫,-23%,39270,(4),4,Bánh Quy Sữa Roma D-MAXX Marie Milk Biscuit 220g 10 gói bánh 22g,9 Đã bán,https://www.lazada.vn/products/pdp-i3037892469.html
Nguyên liệu nấu ăn & làm bánh,CNF Đồ Ăn Vặt ChineseFood,120.000 ₫,-25%,90000,(32),4.9,"Set Combo Mix 4 vị Thanh Cua Tẩm Vị Ăn Liền , Đồ Ăn Vặt Thanh Cua Cay",102 Đã bán,https://www.lazada.vn/products/pdp-i2004801036.html
Nguyên liệu nấu ăn & làm bánh,CNF Đồ Ăn Vặt ChineseFood,9.000 ₫,-39%,5490,(678),4.9,"Thanh Cua Tẩm Vị Ăn Liền , Đồ Ăn Vặt Thanh Cua Đỏ Cay",14.3K Đã bán,https://www.lazada.vn/products/pdp-i1938715316.html
Nguyên liệu nấu ăn & làm bánh,CNF Đồ Ăn Vặt ChineseFood,4.000 ₫,-50%,2000,(176),4.8,Xúc Xích Bi Sụn Ăn Liền Nhiều Vị,3.4K Đã bán,https://www.lazada.vn/products/pdp-i2194707586.html
Nguyên liệu nấu ăn & làm bánh,HẠT HẠNH NHÂN- ÓC CHÓ- MÁC CA,69.000 ₫,-6%,64860,(42),4.8,"[HCM] Hạt hạnh nhân Sống PA NUTS nhập khẩu USA - Túi 500g, hạt hạnh nhân dùng làm sữa hạnh nhân, làm đồ ăn vặt, giảm cân, hạt hạnh nhân nấu sữa",181 Đã bán,https://www.lazada.vn/products/pdp-i1505088578.html
Đồ ăn nhẹ & bánh kẹo,Nguyên liệu làm bánh Nhất An 0931847626,,,,(30),5,Socola chip đen Colatta (chia lẻ từ bao 5kg),116 Đã bán,https://www.lazada.vn/products/pdp-i595562490.html
Nguyên liệu nấu ăn & làm bánh,Store bình tân tphcm,15.000 ₫,-34%,9900,(304),4.8,BÁNH TRÁNG PHƠI SƯƠNG SATE TÓP MỠ HÀNH PHI SIÊU CAY,4.6K Đã bán,https://www.lazada.vn/products/pdp-i1900638078.html
Đồ ăn nhẹ & bánh kẹo,Lanna Store,60.000 ₫,-35%,39000,,,【GÓI 1KG】Kẹo Dẻo Chip Chip Hương Trái Cây Tự Nhiên Ăn Vặt Ngon Mềm Dẻo Ngọt Dịu An Toàn Cho Bé Và Người Lớn,,https://www.lazada.vn/products/pdp-i3195764542.html
Đồ ăn nhẹ & bánh kẹo,Figo Chocolatier,,,,(30),4.4,"[VỊ ĐẮNG ÍT ĐƯỜNG-HỘP 50G] Kẹo socola đắng 90% cacao ít đường FIGO, đồ ăn vặt giảm cân, keto, ăn kiêng",162 Đã bán,https://www.lazada.vn/products/pdp-i1422864609.html
Nguyên liệu nấu ăn & làm bánh,Nhím đồ ăn vặt,63.000 ₫,-44%,35280,(10),4.6,"Trái cây sấy khô thập cẩm hũ 270g đủ vị 100% Sấy Tự Nhiên Không Đường, Không Chất Bảo Quản - shop đồ ăn vặt NHIMFOOD",20 Đã bán,https://www.lazada.vn/products/pdp-i2428199816.html
Bánh ăn sáng,Ăn Vặt BeeGin,299.000 ₫,-30%,209300,(78),4.9,Sẵn 25 Bánh Mix Đài Loan Không Trùng Vị - Ăn Vặt BeeGin,279 Đã bán,https://www.lazada.vn/products/pdp-i2512674438.html
Thức ăn thú cưng,PET SHOP AK,,,,(78),4.9,Snack thịt bò bổ sung canxi cho chó (que) Masti  (500gr/túi) - Bánh thưởng cho chó mèo thú cưng,330 Đã bán,https://www.lazada.vn/products/pdp-i2293925151.html
Đồ ăn nhẹ & bánh kẹo,Anvy Foods | Ăn Vặt Nhà AnVy |,,,,(181),4.9,500gr Nho Vàng Ngọt Sấy Khô - Nho Ấn Độ Trái Dài -Ngọt Thanh Chua Nhẹ,799 Đã bán,https://www.lazada.vn/products/pdp-i2358277689.html
Đồ ăn nhẹ & bánh kẹo,Anvy Foods | Ăn Vặt Nhà AnVy |,,,,(1984),5,Xí Muội Đào Hồng Bao Tử Chua Ngọt Hũ Pet,6.9K Đã bán,https://www.lazada.vn/products/pdp-i2358292570.html
Đồ ăn nhẹ & bánh kẹo,Chokollis store,,,,(47),5,Socola trắng GanaFarm túi 250g || 500g || 1kg,231 Đã bán,https://www.lazada.vn/products/pdp-i1488909444.html
Thức ăn thú cưng,Love Pets Shop,28.000 ₫,-30%,19600,(137),5,Bánh thưởng cho Chó thịt bò sấy khô dạng hạt lựu - Love pets shop,635 Đã bán,https://www.lazada.vn/products/pdp-i2134285397.html
Thức ăn thú cưng,Sumiho Pet Store,99.000 ₫,-30%,69300,(151),5,Viên và que bò dinh dưỡng cho chó Bone Appétit by Sumiho (gói 500gr) bánh snack thưởng ăn vặt cho cún,550 Đã bán,https://www.lazada.vn/products/pdp-i2484727870.html
Thức ăn thú cưng,PET SHOP AK,18.000 ₫,-19%,14580,(822),4.9,Sỉ lẻ Bánh thưởng/ Ăn Vặt cho chó cao cấp 100g,8.9K Đã bán,https://www.lazada.vn/products/pdp-i1373641476.html
